league,season,week,team_norm,team_raw,pr,rank,sos,sos_rank
CFB,2024,10,,Penn State,86.48,10,,
CFB,2024,10,,LSU,85.65,11,,
CFB,2024,10,,Indiana,84.86,12,,
CFB,2024,10,,South Carolina,83.67,13,,
CFB,2024,10,,SMU,83.65,14,,
CFB,2024,10,,Texas A&M,83.63,15,,
CFB,2024,10,,Iowa,83.32,16,,
CFB,2024,10,,Iowa State,83.13,17,,
CFB,2024,10,,Kansas State,82.77,18,,
CFB,2024,10,,Boise State,82.73,19,,
CFB,2024,10,,Clemson,82.65,20,,
CFB,2024,10,,BYU,82.32,21,,
CFB,2024,10,,Louisville,81.63,22,,
CFB,2024,10,,Colorado,80.78,23,,
CFB,2024,10,,Florida,80.15,24,,
CFB,2024,10,,Oklahoma,79.97,25,,
CFB,2024,10,,Southern California,79.92,26,,
CFB,2024,10,,Tulane,78.45,27,,
CFB,2024,10,,Minnesota,78.32,28,,
CFB,2024,10,,Virginia Tech,78.14,29,,
CFB,2024,10,,Missouri,78,30,,
CFB,2024,10,,Pittsburgh,77.73,31,,
CFB,2024,10,,Central Florida(UCF),77.42,32,,
CFB,2024,10,,Cincinnati,77.39,33,,
CFB,2024,10,,Baylor,77.32,34,,
CFB,2024,10,,California,76.89,35,,
CFB,2024,10,,Arizona State,76.87,36,,
CFB,2024,10,,Wisconsin,76.8,37,,
CFB,2024,10,,UNLV,76.74,38,,
CFB,2024,10,,Texas Tech,76.39,39,,
CFB,2024,10,,Michigan,76.37,40,,
CFB,2024,10,,Kansas,76.36,41,,
CFB,2024,10,,Arkansas,76.29,42,,
CFB,2024,10,,Washington,76.26,43,,
CFB,2024,10,,Utah,76.08,44,,
CFB,2024,10,,TCU,75.97,45,,
CFB,2024,10,,Washington State,75.77,46,,
CFB,2024,10,,Auburn,75.61,47,,
CFB,2024,10,,South Dakota State,75.36,48,,
CFB,2024,10,,West Virginia,75.21,49,,
CFB,2024,10,,Nebraska,74.96,50,,
CFB,2024,10,,North Carolina,74.74,51,,
CFB,2024,10,,Vanderbilt,74.72,52,,
CFB,2024,10,,Kentucky,74.71,53,,
CFB,2024,10,,North Dakota State,74.35,54,,
CFB,2024,10,,Illinois,74.1,55,,
CFB,2024,10,,Georgia Tech,73.79,56,,
CFB,2024,10,,Syracuse,73.77,57,,
CFB,2024,10,,Oklahoma State,73.71,58,,
CFB,2024,10,,UCL,72.92,59,,
CFB,2024,10,,Army West Point,72.74,60,,
CFB,2024,10,,Duke,72.2,61,,
CFB,2024,10,,NC State,71.7,62,,
CFB,2024,10,,Houston,71.52,63,,
CFB,2024,10,,James Madison,71.48,64,,
CFB,2024,10,,Memphis,70.7,65,,
CFB,2024,10,,Louisiana-Lafayette,70.59,66,,
CFB,2024,10,,Maryland,70.52,67,,
CFB,2024,10,,Boston College,70.09,68,,
CFB,2024,10,,Rutgers,69.73,69,,
CFB,2024,10,,Michigan State,69.56,70,,
CFB,2024,10,,Montana State,69.22,71,,
CFB,2024,10,,Western Kentucky,69.15,72,,
CFB,2024,10,,Florida State,69.12,73,,
CFB,2024,10,,Texas State,68.99,74,,
CFB,2024,10,,South Dakota,68.86,75,,
CFB,2024,10,,Virginia,68.37,76,,
CFB,2024,10,,Miami-Ohio,67.88,77,,
CFB,2024,10,,Arizona,67.86,78,,
CFB,2024,10,,Northwestern,67.78,79,,
CFB,2024,10,,Navy,67.41,80,,
CFB,2024,10,,Oregon State,67.14,81,,
CFB,2024,10,,Fresno State,67.06,82,,
CFB,2024,10,,Georgia Southern,66.93,83,,
CFB,2024,10,,Mississippi State,66.64,84,,
CFB,2024,10,,Marshall,66.63,85,,
CFB,2024,10,,South Alabama,66.59,86,,
CFB,2024,10,,North Texas,66.47,87,,
CFB,2024,10,,Jacksonville State,66.42,88,,
CFB,2024,10,,South Florida,66.4,89,,
CFB,2024,10,,Old Dominion,66.11,90,,
CFB,2024,10,,Wake Forest,65.61,91,,
CFB,2024,10,,Colorado State,65.47,92,,
CFB,2024,10,,Appalachian State,65,93,,
CFB,2024,10,,UTS,64.12,94,,
CFB,2024,10,,Toledo,63.86,95,,
CFB,2024,10,,Bowling Green,63.74,96,,
CFB,2024,10,,Connecticut,63.44,97,,
CFB,2024,10,,Liberty,63.32,98,,
CFB,2024,10,,Montana,63.08,99,,
CFB,2024,10,,Rice,62.68,100,,
CFB,2024,10,,Ohio,62.6,101,,
CFB,2024,10,,East Carolina,62.27,102,,
CFB,2024,10,,UC Davis,62.11,103,,
CFB,2024,10,,Sam Houston State,62.11,104,,
CFB,2024,10,,Hawai'i,61.92,105,,
CFB,2024,10,,Northern Illinois,61.84,106,,
CFB,2024,10,,Arkansas State,61.27,107,,
CFB,2024,10,,San Jose State,61.24,108,,
CFB,2024,10,,Purdue,61.09,109,,
CFB,2024,10,,Missouri State,60.93,110,,
CFB,2024,10,,Western Michigan,60.92,111,,
CFB,2024,10,,Coastal Carolina,60.73,112,,
CFB,2024,10,,San Diego State,60.69,113,,
CFB,2024,10,,Troy,59.99,114,,
CFB,2024,10,,Stanford,59.37,115,,
CFB,2024,10,,LouisianaMonroe(ULM),58.97,116,,
CFB,2024,10,,Incarnate Word,58.57,117,,
CFB,2024,10,,Wyoming,58.15,118,,
CFB,2024,10,,UAB,58.1,119,,
CFB,2024,10,,Georgia State,57.75,120,,
CFB,2024,10,,North Dakota,57.64,121,,
CFB,2024,10,,Tennessee-Martin,57.41,122,,
CFB,2024,10,,Charlotte,57.27,123,,
CFB,2024,10,,Utah State,57.24,124,,
CFB,2024,10,,Idaho,56.9,125,,
CFB,2024,10,,Nevada,56.9,126,,
CFB,2024,10,,New Mexico,56.56,127,,
CFB,2024,10,,Chattanooga,56.54,128,,
CFB,2024,10,,Eastern Michigan,56.18,129,,
CFB,2024,10,,Stephen F. Austin,56.06,130,,
CFB,2024,10,,Delaware,55.82,131,,
CFB,2024,10,,Florida Atlantic,55.63,132,,
CFB,2024,10,,Richmond,55.62,133,,
CFB,2024,10,,Illinois State,55.4,134,,
CFB,2024,10,,Air Force,55.34,135,,
CFB,2024,10,,Mercer,55.25,136,,
CFB,2024,10,,Buffalo,55.17,137,,
CFB,2024,10,,Fla. International,54.87,138,,
CFB,2024,10,,Tarleton State,54.85,139,,
CFB,2024,10,,Harvard,54.75,140,,
CFB,2024,10,,Ball State,54.71,141,,
CFB,2024,10,,Villanova,54.56,142,,
CFB,2024,10,,Northern Arizona,54.4,143,,
CFB,2024,10,,Louisiana Tech,53.97,144,,
CFB,2024,10,,SE Missouri State,53.78,145,,
CFB,2024,10,,Rhode Island,53.54,146,,
CFB,2024,10,,Central Michigan,53.35,147,,
CFB,2024,10,,Central Arkansas,53.02,148,,
CFB,2024,10,,Western Carolina,52.7,149,,
CFB,2024,10,,Southern Utah,52.35,150,,
CFB,2024,10,,William & Mary,52.11,151,,
CFB,2024,10,,Southern Miss,51.73,152,,
CFB,2024,10,,Temple,51.59,153,,
CFB,2024,10,,Yale,51.42,154,,
CFB,2024,10,,East Tennessee State,51.4,155,,
CFB,2024,10,,Abilene Christian,51.07,156,,
CFB,2024,10,,Weber State,50.93,157,,
CFB,2024,10,,Eastern Washington,50.83,158,,
CFB,2024,10,,Middle Tennessee,50.78,159,,
CFB,2024,10,,Youngstown State,50.49,160,,
CFB,2024,10,,New Hampshire,50.38,161,,
CFB,2024,10,,Holy Cross,50.04,162,,
CFB,2024,10,,Dartmouth,49.96,163,,
CFB,2024,10,,Monmouth-NJ,49.7,164,,
CFB,2024,10,,Southern Illinois,49.68,165,,
CFB,2024,10,,SE Louisiana,49.54,166,,
CFB,2024,10,,Sacramento State,49.52,167,,
CFB,2024,10,,UTEP,49.52,168,,
CFB,2024,10,,Akron,49.34,169,,
CFB,2024,10,,Tulsa,49.29,170,,
CFB,2024,10,,NC Central,49.11,171,,
CFB,2024,10,,Northern Iowa,49.03,172,,
CFB,2024,10,,Towson,48.66,173,,
CFB,2024,10,,Eastern Kentucky,48.65,174,,
CFB,2024,10,,Nicholls State,48.22,175,,
CFB,2024,10,,McNeese State,48.18,176,,
CFB,2024,10,,Idaho State,48.16,177,,
CFB,2024,10,,Portland State,48.11,178,,
CFB,2024,10,,Stony Brook,48.03,179,,
CFB,2024,10,,Elon,47.99,180,,
CFB,2024,10,,Jackson State,47.98,181,,
CFB,2024,10,,New Mexico State,47.54,182,,
CFB,2024,10,,Hampton,47.4,183,,
CFB,2024,10,,Tennessee State,47.04,184,,
CFB,2024,10,,Kennesaw State,46.89,185,,
CFB,2024,10,,Florida A&M,46.87,186,,
CFB,2024,10,,Columbia,46.66,187,,
CFB,2024,10,,Maine,46.49,188,,
CFB,2024,10,,Austin Peay,46.46,189,,
CFB,2024,10,,Massachusetts,46.24,190,,
CFB,2024,10,,SC State,46.22,191,,
CFB,2024,10,,Duquesne,46.08,192,,
CFB,2024,10,,Pennsylvania,45.54,193,,
CFB,2024,10,,Samford,45.51,194,,
CFB,2024,10,,Lamar,45.47,195,,
CFB,2024,10,,Tennessee Tech,45.43,196,,
CFB,2024,10,,North Alabama,45.4,197,,
CFB,2024,10,,Indiana State,45.34,198,,
CFB,2024,10,,Lehigh,45.13,199,,
CFB,2024,10,,Gardner-Webb,44.52,200,,
CFB,2024,10,,Drake,43.95,201,,
CFB,2024,10,,Albany-NY,43.82,202,,
CFB,2024,10,,Robert Morris,43.82,203,,
CFB,2024,10,,Alabama State,43.32,204,,
CFB,2024,10,,Lafayette,42.99,205,,
CFB,2024,10,,Merrimack,42.92,206,,
CFB,2024,10,,Cornell,42.77,207,,
CFB,2024,10,,Wofford,42.74,208,,
CFB,2024,10,,Butler,41.9,209,,
CFB,2024,10,,Kent State,41.27,210,,
CFB,2024,10,,The Citadel,40.95,211,,
CFB,2024,10,,Furman,40.79,212,,
CFB,2024,10,,Brown,40.59,213,,
CFB,2024,10,,Princeton,40.59,214,,
CFB,2024,10,,Campbell,40.48,215,,
CFB,2024,10,,Cal Poly-SLO,40.24,216,,
CFB,2024,10,,Lindenwood,40.2,217,,
CFB,2024,10,,San Diego,40.12,218,,
CFB,2024,10,,Eastern Illinois,40.1,219,,
CFB,2024,10,,Howard,39.83,220,,
CFB,2024,10,,Morgan State,39.22,221,,
CFB,2024,10,,Central Connecticut,39.02,222,,
CFB,2024,10,,Alcorn State,38.39,223,,
CFB,2024,10,,Houston Christian,38.15,224,,
CFB,2024,10,,Bucknell,38.11,225,,
CFB,2024,10,,Murray State,37.9,226,,
CFB,2024,10,,Charleston Southern,37.68,227,,
CFB,2024,10,,Southern U.,37.66,228,,
CFB,2024,10,,St. Thomas-Mn.,37.65,229,,
CFB,2024,10,,Western Illinois,37.52,230,,
CFB,2024,10,,Grambling State,37.5,231,,
CFB,2024,10,,Fordham,37.47,232,,
CFB,2024,10,,LIU Post,37.26,233,,
CFB,2024,10,,West Georgia,36.96,234,,
CFB,2024,10,,Georgetown,36.96,235,,
CFB,2024,10,,Colgate,36.93,236,,
CFB,2024,10,,Bryant,36.41,237,,
CFB,2024,10,,Norfolk State,36.29,238,,
CFB,2024,10,,Utah Tech,36.25,239,,
CFB,2024,10,,Saint Francis-Pa.,36.25,240,,
CFB,2024,10,,Alabama A&M,36.19,241,,
CFB,2024,10,,Morehead State,35.96,242,,
CFB,2024,10,,Dayton,35.95,243,,
CFB,2024,10,,Presbyterian College,35.89,244,,
CFB,2024,10,,Sacred Heart,35.74,245,,
CFB,2024,10,,Northern Colorado,35.42,246,,
CFB,2024,10,,VMI,35.24,247,,
CFB,2024,10,,Davidson,34.91,248,,
CFB,2024,10,,Prairie View A&M,34.72,249,,
CFB,2024,10,,Texas A&M-Commerce,33.93,250,,
CFB,2024,10,,Wagner,33.92,251,,
CFB,2024,10,,Texas Southern,33.42,252,,
CFB,2024,10,,Bethune-Cookman,32.25,253,,
CFB,2024,10,,NC A&T,32.06,254,,
CFB,2024,10,,Ark.-Pine Bluff,30.51,255,,
CFB,2024,10,,Mercyhurst,29.65,256,,
CFB,2024,10,,Valparaiso,27.49,257,,
CFB,2024,10,,Stonehill College,27.47,258,,
CFB,2024,10,,Delaware State,27.32,259,,
CFB,2024,10,,Northwestern State,26.2,260,,
CFB,2024,10,,Marist,24.5,261,,
CFB,2024,10,,Miss. Valley State,24.08,262,,
CFB,2024,10,,Stetson,24.03,263,,
CFB,2024,11,,Ohio State,92.51,1,,
CFB,2024,11,,Texas,92.46,2,,
CFB,2024,11,,Alabama,92.34,3,,
CFB,2024,11,,Mississippi,91.91,4,,
CFB,2024,11,,Notre Dame,91.8,5,,
CFB,2024,11,,Georgia,90.99,6,,
CFB,2024,11,,Oregon,90.97,7,,
CFB,2024,11,,Penn State,87.96,8,,
CFB,2024,11,,Tennessee,86.39,9,,
CFB,2024,11,,South Carolina,84.87,10,,
CFB,2024,11,,Miami-Florida,84.84,11,,
CFB,2024,11,,Indiana,83.97,12,,
CFB,2024,11,,Texas A&M,83.52,13,,
CFB,2024,11,,LSU,83.49,14,,
CFB,2024,11,,Clemson,83.43,15,,
CFB,2024,11,,SMU,83.42,16,,
CFB,2024,11,,Kansas State,82.85,17,,
CFB,2024,11,,Louisville,81.74,18,,
CFB,2024,11,,BYU,81.74,19,,
CFB,2024,11,,Colorado,81.67,20,,
CFB,2024,11,,Iowa,81.67,21,,
CFB,2024,11,,Iowa State,81.25,22,,
CFB,2024,11,,Boise State,80.39,23,,
CFB,2024,11,,Southern California,79.86,24,,
CFB,2024,11,,Tulane,79.46,25,,
CFB,2024,11,,Missouri,79.35,26,,
CFB,2024,11,,Oklahoma,79.13,27,,
CFB,2024,11,,Kansas,78.16,28,,
CFB,2024,11,,Florida,78.12,29,,
CFB,2024,11,,TCU,78,30,,
CFB,2024,11,,Virginia Tech,77.3,31,,
CFB,2024,11,,Baylor,77.18,32,,
CFB,2024,11,,Arizona State,77.12,33,,
CFB,2024,11,,Michigan,76.92,34,,
CFB,2024,11,,Wisconsin,76.91,35,,
CFB,2024,11,,Central Florida(UCF),76.72,36,,
CFB,2024,11,,Minnesota,76.62,37,,
CFB,2024,11,,South Dakota State,76.61,38,,
CFB,2024,11,,Utah,76.51,39,,
CFB,2024,11,,West Virginia,76.45,40,,
CFB,2024,11,,California,76.35,41,,
CFB,2024,11,,Arkansas,76.07,42,,
CFB,2024,11,,Georgia Tech,75.79,43,,
CFB,2024,11,,Cincinnati,75.65,44,,
CFB,2024,11,,Auburn,75.5,45,,
CFB,2024,11,,Pittsburgh,75.44,46,,
CFB,2024,11,,Washington State,75.36,47,,
CFB,2024,11,,Nebraska,75.13,48,,
CFB,2024,11,,UNLV,75.08,49,,
CFB,2024,11,,Texas Tech,74.97,50,,
CFB,2024,11,,North Carolina,74.75,51,,
CFB,2024,11,,Washington,74.52,52,,
CFB,2024,11,,Kentucky,74.46,53,,
CFB,2024,11,,UCL,74.45,54,,
CFB,2024,11,,North Dakota State,74.41,55,,
CFB,2024,11,,Illinois,74.03,56,,
CFB,2024,11,,Army West Point,73.62,57,,
CFB,2024,11,,Vanderbilt,73.44,58,,
CFB,2024,11,,Duke,73.32,59,,
CFB,2024,11,,James Madison,72.93,60,,
CFB,2024,11,,Louisiana-Lafayette,72.81,61,,
CFB,2024,11,,Syracuse,72.32,62,,
CFB,2024,11,,Oklahoma State,71.92,63,,
CFB,2024,11,,Rutgers,71.75,64,,
CFB,2024,11,,Houston,71.5,65,,
CFB,2024,11,,Montana State,71.21,66,,
CFB,2024,11,,Boston College,71.17,67,,
CFB,2024,11,,Maryland,70.99,68,,
CFB,2024,11,,South Dakota,70.8,69,,
CFB,2024,11,,Virginia,70.48,70,,
CFB,2024,11,,Memphis,70.43,71,,
CFB,2024,11,,Texas State,70.3,72,,
CFB,2024,11,,NC State,70.06,73,,
CFB,2024,11,,Navy,69.76,74,,
CFB,2024,11,,Michigan State,69.36,75,,
CFB,2024,11,,Western Kentucky,68.25,76,,
CFB,2024,11,,Marshall,68.21,77,,
CFB,2024,11,,Arizona,67.9,78,,
CFB,2024,11,,Northwestern,67.46,79,,
CFB,2024,11,,Florida State,67.29,80,,
CFB,2024,11,,Miami-Ohio,67.26,81,,
CFB,2024,11,,Mississippi State,67.04,82,,
CFB,2024,11,,Georgia Southern,66.98,83,,
CFB,2024,11,,Jacksonville State,66.16,84,,
CFB,2024,11,,Old Dominion,66.14,85,,
CFB,2024,11,,South Alabama,66.05,86,,
CFB,2024,11,,Colorado State,65.92,87,,
CFB,2024,11,,Wake Forest,65.72,88,,
CFB,2024,11,,North Texas,65.26,89,,
CFB,2024,11,,Fresno State,65.24,90,,
CFB,2024,11,,Liberty,64.84,91,,
CFB,2024,11,,Oregon State,64.8,92,,
CFB,2024,11,,East Carolina,64.67,93,,
CFB,2024,11,,Ohio,64.18,94,,
CFB,2024,11,,UC Davis,64.18,95,,
CFB,2024,11,,UTS,64.15,96,,
CFB,2024,11,,Bowling Green,64.02,97,,
CFB,2024,11,,Toledo,64,98,,
CFB,2024,11,,Connecticut,63.83,99,,
CFB,2024,11,,South Florida,63.7,100,,
CFB,2024,11,,Northern Illinois,63.67,101,,
CFB,2024,11,,San Jose State,63.52,102,,
CFB,2024,11,,Appalachian State,63.29,103,,
CFB,2024,11,,Rice,62.97,104,,
CFB,2024,11,,Coastal Carolina,62.94,105,,
CFB,2024,11,,Hawai'i,62.68,106,,
CFB,2024,11,,Sam Houston State,62.17,107,,
CFB,2024,11,,Missouri State,61.4,108,,
CFB,2024,11,,Montana,60.57,109,,
CFB,2024,11,,Purdue,60.14,110,,
CFB,2024,11,,Troy,59.69,111,,
CFB,2024,11,,Stanford,59.4,112,,
CFB,2024,11,,Incarnate Word,59.34,113,,
CFB,2024,11,,Western Michigan,58.9,114,,
CFB,2024,11,,San Diego State,58.81,115,,
CFB,2024,11,,Nevada,58.75,116,,
CFB,2024,11,,Arkansas State,58.57,117,,
CFB,2024,11,,Wyoming,58.4,118,,
CFB,2024,11,,Air Force,58.3,119,,
CFB,2024,11,,New Mexico,58.17,120,,
CFB,2024,11,,Tennessee-Martin,58.03,121,,
CFB,2024,11,,Charlotte,57.72,122,,
CFB,2024,11,,Idaho,57.59,123,,
CFB,2024,11,,LouisianaMonroe(ULM),57.4,124,,
CFB,2024,11,,UAB,57.31,125,,
CFB,2024,11,,Illinois State,57.26,126,,
CFB,2024,11,,Chattanooga,57.23,127,,
CFB,2024,11,,Utah State,56.88,128,,
CFB,2024,11,,Mercer,56.31,129,,
CFB,2024,11,,Georgia State,56.16,130,,
CFB,2024,11,,North Dakota,56,131,,
CFB,2024,11,,Eastern Michigan,55.98,132,,
CFB,2024,11,,Harvard,55.69,133,,
CFB,2024,11,,Delaware,55.23,134,,
CFB,2024,11,,Buffalo,55.21,135,,
CFB,2024,11,,Tarleton State,55.21,136,,
CFB,2024,11,,Ball State,55.18,137,,
CFB,2024,11,,Fla. International,54.79,138,,
CFB,2024,11,,Villanova,54.7,139,,
CFB,2024,11,,Richmond,54.45,140,,
CFB,2024,11,,Northern Arizona,54.44,141,,
CFB,2024,11,,Louisiana Tech,54.31,142,,
CFB,2024,11,,Rhode Island,53.24,143,,
CFB,2024,11,,Central Michigan,53.08,144,,
CFB,2024,11,,Southern Utah,52.95,145,,
CFB,2024,11,,Florida Atlantic,52.83,146,,
CFB,2024,11,,Stephen F. Austin,52.54,147,,
CFB,2024,11,,Eastern Washington,52.3,148,,
CFB,2024,11,,Yale,52.23,149,,
CFB,2024,11,,Western Carolina,51.99,150,,
CFB,2024,11,,New Hampshire,51.68,151,,
CFB,2024,11,,Central Arkansas,51.67,152,,
CFB,2024,11,,East Tennessee State,51.64,153,,
CFB,2024,11,,William & Mary,50.82,154,,
CFB,2024,11,,SE Missouri State,50.78,155,,
CFB,2024,11,,Abilene Christian,50.72,156,,
CFB,2024,11,,SE Louisiana,50.55,157,,
CFB,2024,11,,Temple,50.41,158,,
CFB,2024,11,,Southern Illinois,50.36,159,,
CFB,2024,11,,UTEP,50.17,160,,
CFB,2024,11,,Dartmouth,50.1,161,,
CFB,2024,11,,Youngstown State,49.99,162,,
CFB,2024,11,,Towson,49.96,163,,
CFB,2024,11,,Middle Tennessee,49.81,164,,
CFB,2024,11,,Eastern Kentucky,49.64,165,,
CFB,2024,11,,Southern Miss,49.59,166,,
CFB,2024,11,,Idaho State,49.48,167,,
CFB,2024,11,,Akron,49.4,168,,
CFB,2024,11,,Stony Brook,49.27,169,,
CFB,2024,11,,NC Central,49.21,170,,
CFB,2024,11,,Elon,49.14,171,,
CFB,2024,11,,Tulsa,49,172,,
CFB,2024,11,,Weber State,48.92,173,,
CFB,2024,11,,Tennessee State,48.82,174,,
CFB,2024,11,,Holy Cross,48.67,175,,
CFB,2024,11,,Duquesne,48.53,176,,
CFB,2024,11,,New Mexico State,48.31,177,,
CFB,2024,11,,Monmouth-NJ,48.29,178,,
CFB,2024,11,,Jackson State,48.22,179,,
CFB,2024,11,,McNeese State,48.1,180,,
CFB,2024,11,,SC State,48.06,181,,
CFB,2024,11,,Sacramento State,47.8,182,,
CFB,2024,11,,Portland State,47.43,183,,
CFB,2024,11,,Tennessee Tech,47.41,184,,
CFB,2024,11,,Pennsylvania,47.34,185,,
CFB,2024,11,,Northern Iowa,47.13,186,,
CFB,2024,11,,Austin Peay,46.57,187,,
CFB,2024,11,,Lehigh,46.37,188,,
CFB,2024,11,,Kennesaw State,46.35,189,,
CFB,2024,11,,Massachusetts,46.26,190,,
CFB,2024,11,,Maine,46.21,191,,
CFB,2024,11,,Nicholls State,46.15,192,,
CFB,2024,11,,Hampton,45.5,193,,
CFB,2024,11,,Columbia,45.42,194,,
CFB,2024,11,,North Alabama,44.67,195,,
CFB,2024,11,,Lamar,44.49,196,,
CFB,2024,11,,Gardner-Webb,44.12,197,,
CFB,2024,11,,Drake,44.1,198,,
CFB,2024,11,,Indiana State,43.5,199,,
CFB,2024,11,,Wofford,43.13,200,,
CFB,2024,11,,Florida A&M,43.09,201,,
CFB,2024,11,,Samford,43.01,202,,
CFB,2024,11,,Merrimack,42.87,203,,
CFB,2024,11,,Lindenwood,42.75,204,,
CFB,2024,11,,Albany-NY,42.69,205,,
CFB,2024,11,,Lafayette,42.51,206,,
CFB,2024,11,,Alabama State,42.28,207,,
CFB,2024,11,,Robert Morris,41.91,208,,
CFB,2024,11,,Campbell,41.62,209,,
CFB,2024,11,,Butler,40.95,210,,
CFB,2024,11,,Cornell,40.89,211,,
CFB,2024,11,,San Diego,40.69,212,,
CFB,2024,11,,Eastern Illinois,40.46,213,,
CFB,2024,11,,Princeton,40.03,214,,
CFB,2024,11,,Furman,39.72,215,,
CFB,2024,11,,Cal Poly-SLO,39.65,216,,
CFB,2024,11,,Brown,39.64,217,,
CFB,2024,11,,Alcorn State,39.61,218,,
CFB,2024,11,,LIU Post,39.4,219,,
CFB,2024,11,,Houston Christian,39.36,220,,
CFB,2024,11,,The Citadel,39.34,221,,
CFB,2024,11,,Kent State,39.31,222,,
CFB,2024,11,,Morgan State,38.91,223,,
CFB,2024,11,,Grambling State,38.4,224,,
CFB,2024,11,,Alabama A&M,38.3,225,,
CFB,2024,11,,Central Connecticut,38.2,226,,
CFB,2024,11,,Howard,37.84,227,,
CFB,2024,11,,Bucknell,37.82,228,,
CFB,2024,11,,Fordham,37.55,229,,
CFB,2024,11,,St. Thomas-Mn.,37.5,230,,
CFB,2024,11,,Prairie View A&M,37.49,231,,
CFB,2024,11,,Murray State,37.39,232,,
CFB,2024,11,,Colgate,37.05,233,,
CFB,2024,11,,Southern U.,36.99,234,,
CFB,2024,11,,Georgetown,36.9,235,,
CFB,2024,11,,Charleston Southern,36.83,236,,
CFB,2024,11,,Texas A&M-Commerce,36.55,237,,
CFB,2024,11,,Davidson,36.55,238,,
CFB,2024,11,,West Georgia,36.4,239,,
CFB,2024,11,,Western Illinois,36.2,240,,
CFB,2024,11,,Saint Francis-Pa.,36.19,241,,
CFB,2024,11,,Bryant,36.17,242,,
CFB,2024,11,,Utah Tech,36.09,243,,
CFB,2024,11,,Norfolk State,35.79,244,,
CFB,2024,11,,Presbyterian College,35.67,245,,
CFB,2024,11,,Dayton,35.31,246,,
CFB,2024,11,,Morehead State,34.03,247,,
CFB,2024,11,,Northern Colorado,33.94,248,,
CFB,2024,11,,Wagner,33.67,249,,
CFB,2024,11,,VMI,33.6,250,,
CFB,2024,11,,Sacred Heart,33.56,251,,
CFB,2024,11,,Bethune-Cookman,32.77,252,,
CFB,2024,11,,NC A&T,31.92,253,,
CFB,2024,11,,Texas Southern,31.87,254,,
CFB,2024,11,,Mercyhurst,29.47,255,,
CFB,2024,11,,Ark.-Pine Bluff,28.86,256,,
CFB,2024,11,,Stonehill College,28.22,257,,
CFB,2024,11,,Valparaiso,27.98,258,,
CFB,2024,11,,Delaware State,27.41,259,,
CFB,2024,11,,Marist,25.6,260,,
CFB,2024,11,,Northwestern State,25.04,261,,
CFB,2024,11,,Miss. Valley State,23.52,262,,
CFB,2024,11,,Stetson,22.84,263,,
CFB,2024,12,,Alabama,92.37,1,,
CFB,2024,12,,Texas,92.33,2,,
CFB,2024,12,,Ohio State,92.11,3,,
CFB,2024,12,,Georgia,92.07,4,,
CFB,2024,12,,Mississippi,91.96,5,,
CFB,2024,12,,Notre Dame,91.12,6,,
CFB,2024,12,,Oregon,89.82,7,,
CFB,2024,12,,Penn State,88.94,8,,
CFB,2024,12,,Tennessee,85.59,9,,
CFB,2024,12,,Miami-Florida,84.65,10,,
CFB,2024,12,,South Carolina,84.39,11,,
CFB,2024,12,,Indiana,83.68,12,,
CFB,2024,12,,Colorado,83.33,13,,
CFB,2024,12,,Clemson,83.18,14,,
CFB,2024,12,,Texas A&M,82.95,15,,
CFB,2024,12,,SMU,82.79,16,,
CFB,2024,12,,Iowa State,82.32,17,,
CFB,2024,12,,LSU,81.94,18,,
CFB,2024,12,,Iowa,81.69,19,,
CFB,2024,12,,Tulane,81.16,20,,
CFB,2024,12,,Kansas State,80.87,21,,
CFB,2024,12,,BYU,80.57,22,,
CFB,2024,12,,Boise State,80.52,23,,
CFB,2024,12,,Southern California,80.35,24,,
CFB,2024,12,,Missouri,80.13,25,,
CFB,2024,12,,Florida,79.91,26,,
CFB,2024,12,,Kansas,79.27,27,,
CFB,2024,12,,Oklahoma,79.23,28,,
CFB,2024,12,,Louisville,79.17,29,,
CFB,2024,12,,Arizona State,79.02,30,,
CFB,2024,12,,Baylor,78.87,31,,
CFB,2024,12,,Wisconsin,78.03,32,,
CFB,2024,12,,TCU,78.02,33,,
CFB,2024,12,,Virginia Tech,77.49,34,,
CFB,2024,12,,Central Florida(UCF),77.17,35,,
CFB,2024,12,,Michigan,76.94,36,,
CFB,2024,12,,Auburn,76.83,37,,
CFB,2024,12,,Minnesota,76.66,38,,
CFB,2024,12,,Arkansas,76.6,39,,
CFB,2024,12,,South Dakota State,76.59,40,,
CFB,2024,12,,North Dakota State,76.53,41,,
CFB,2024,12,,Washington,75.85,42,,
CFB,2024,12,,Pittsburgh,75.59,43,,
CFB,2024,12,,Illinois,75.55,44,,
CFB,2024,12,,Georgia Tech,75.52,45,,
CFB,2024,12,,Texas Tech,75.34,46,,
CFB,2024,12,,Utah,75.27,47,,
CFB,2024,12,,Nebraska,75.08,48,,
CFB,2024,12,,West Virginia,75.04,49,,
CFB,2024,12,,UNLV,74.91,50,,
CFB,2024,12,,Cincinnati,74.63,51,,
CFB,2024,12,,Kentucky,74.57,52,,
CFB,2024,12,,California,74.47,53,,
CFB,2024,12,,Syracuse,74.14,54,,
CFB,2024,12,,North Carolina,74.12,55,,
CFB,2024,12,,Army West Point,73.6,56,,
CFB,2024,12,,Rutgers,73.55,57,,
CFB,2024,12,,Vanderbilt,73.43,58,,
CFB,2024,12,,Washington State,73.23,59,,
CFB,2024,12,,Duke,73.17,60,,
